HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,Size(sqf)_bins,N_FacilitiesInApt_bins,N_FacilitiesNearBy(PublicOffice)_bins,N_SchoolNearBy(University)_bins
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,230088,1001-1500,4,3,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,190265,501-1000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,381415,501-1000,7,5,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,184513,501-1000,4,6,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,216814,501-1000,4,2,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,268141,501-1000,9,7,5
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,276106,501-1000,9,7,5
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,168141,501-1000,5,2,1
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,94690,501-1000,3,5,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,110619,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,228318,501-1000,10,3,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,65486,0-500,3,7,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,114159,501-1000,3,7,5
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,166371,501-1000,3,5,4
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,203539,501-1000,3,5,4
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,253982,501-1000,9,7,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,88495,501-1000,3,7,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,226548,501-1000,8,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,182743,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,197345,501-1000,7,5,4
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,190265,501-1000,4,3,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,214159,501-1000,5,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,183628,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,250000,501-1000,7,5,4
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,264601,501-1000,9,7,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,80530,0-500,3,7,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,181415,1001-1500,4,6,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,278761,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,386725,1001-1500,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,451327,1501-2000,10,3,2
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,82035,501-1000,3,5,4
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,122123,501-1000,3,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,198849,501-1000,5,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,154867,1001-1500,4,5,1
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,216814,1001-1500,8,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,185840,501-1000,5,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,123893,501-1000,7,5,4
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,80973,501-1000,3,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,192920,501-1000,4,6,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,123008,501-1000,3,7,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176548,501-1000,4,6,5
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,199115,501-1000,3,5,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,199115,501-1000,5,2,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,93362,501-1000,4,6,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,233628,1001-1500,4,2,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,281415,1001-1500,5,1,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,149557,1001-1500,4,5,1
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,326548,501-1000,8,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,146460,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,240707,501-1000,5,2,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,154867,501-1000,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,197345,501-1000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168,501-1000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,309734,501-1000,7,5,3
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,51327,501-1000,3,5,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,271681,1001-1500,5,1,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,170796,501-1000,5,1,2
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,111504,501-1000,3,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,113274,501-1000,4,6,5
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,86283,501-1000,3,5,0
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,274336,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,309734,1001-1500,5,4,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,208407,501-1000,5,2,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,223008,501-1000,4,3,1
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,230088,501-1000,4,3,1
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,233628,501-1000,8,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,115044,501-1000,7,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,182743,501-1000,4,6,5
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,458407,1501-2000,5,4,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,250442,501-1000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,212389,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,175221,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,216814,501-1000,10,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,451327,1501-2000,5,4,1
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,547,57522,501-1000,3,5,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,349557,1501-2000,5,1,2
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,340707,501-1000,10,0,0
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,278761,1501-2000,5,1,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,225663,2001-2500,4,6,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,219469,1001-1500,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,221238,501-1000,7,5,4
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,238938,1001-1500,4,2,2
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,140707,1001-1500,3,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,201769,501-1000,5,2,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,110619,501-1000,3,7,5
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,353097,501-1000,9,7,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,243362,501-1000,8,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,283185,501-1000,9,7,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,250442,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,209734,501-1000,7,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207964,1001-1500,5,2,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,189380,501-1000,4,6,5
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,388495,501-1000,10,0,0
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,185840,501-1000,10,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132300,501-1000,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469,501-1000,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,460176,1501-2000,10,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,325663,501-1000,9,7,5
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,460176,1501-2000,5,4,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584,501-1000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,346902,501-1000,7,5,3
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,110176,501-1000,5,7,3
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,253097,501-1000,8,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,168141,501-1000,8,3,2
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,107079,0-500,2,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,285840,501-1000,10,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,381415,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,266371,501-1000,7,5,4
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,85398,501-1000,5,7,3
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,349557,501-1000,10,0,0
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,527433,1501-2000,10,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,336283,1001-1500,8,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,343362,1001-1500,5,4,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,318584,501-1000,7,5,3
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,269911,501-1000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,209734,501-1000,7,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,143212,501-1000,5,2,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,458407,1501-2000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,464601,1501-2000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,246230,501-1000,7,5,3
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,156637,1001-1500,4,5,1
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,173451,501-1000,5,7,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,96902,501-1000,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215929,501-1000,10,3,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,189823,501-1000,5,1,2
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,64601,501-1000,3,5,0
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,140707,501-1000,3,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,393805,1501-2000,10,3,2
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,137168,1001-1500,3,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,408849,1001-1500,10,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,118141,501-1000,4,6,5
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,358407,1001-1500,5,2,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,385398,2001-2500,5,1,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,94690,501-1000,4,6,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,165929,501-1000,7,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,234513,1001-1500,5,2,1
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,151327,501-1000,3,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,477876,1001-1500,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,248884,501-1000,7,5,3
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,238053,1001-1500,4,5,1
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,212389,501-1000,4,3,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,199115,501-1000,5,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,247345,501-1000,5,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,103539,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,298230,501-1000,5,2,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,371681,501-1000,9,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,190265,501-1000,5,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,128318,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169292,501-1000,7,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,130973,501-1000,4,6,5
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486,501-1000,5,2,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,286725,1001-1500,10,3,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,307964,501-1000,5,2,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,400000,1001-1500,10,3,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,208849,1001-1500,5,2,1
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,66814,501-1000,5,7,3
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,338053,501-1000,9,7,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,65486,501-1000,3,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,144690,501-1000,4,5,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,188053,501-1000,5,2,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,129203,501-1000,3,7,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,86283,501-1000,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,335398,501-1000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,185840,501-1000,7,5,4
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,314159,1001-1500,5,4,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,89380,501-1000,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,221238,1001-1500,4,5,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,226548,501-1000,5,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,292035,1001-1500,4,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,323008,1001-1500,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,361061,501-1000,7,5,3
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,307964,1001-1500,8,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,210176,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,469026,2001-2500,5,1,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,185840,1501-2000,4,6,5
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,143362,501-1000,5,7,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90265,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,300884,1001-1500,5,1,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,362831,501-1000,9,7,5
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,221238,501-1000,3,5,4
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,291150,1001-1500,5,4,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,166814,1001-1500,7,5,4
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,165486,501-1000,8,3,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,353982,501-1000,9,7,5
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,74778,501-1000,5,7,3
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,261061,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169469,501-1000,7,5,4
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,163716,501-1000,3,5,4
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,203539,1001-1500,3,3,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,49734,0-500,3,7,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,278318,1001-1500,5,1,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,392743,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,212389,501-1000,5,2,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,247787,501-1000,4,3,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,282053,2001-2500,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,170796,1001-1500,4,5,1
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,460176,1501-2000,5,4,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,218584,1001-1500,4,6,5
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,274336,501-1000,4,3,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,424778,1001-1500,5,1,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,254867,1501-2000,4,5,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,376991,501-1000,7,5,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,176991,1001-1500,4,6,5
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486,501-1000,4,3,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,134513,501-1000,4,6,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,209734,1001-1500,4,2,2
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,78761,501-1000,5,7,3
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,361061,501-1000,9,7,5
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,379646,501-1000,10,0,0
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,194690,501-1000,7,5,4
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,136283,501-1000,5,7,3
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,178761,501-1000,7,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,113274,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,161504,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,248672,1001-1500,4,2,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,300442,1001-1500,4,3,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,255752,501-1000,5,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,237168,501-1000,5,2,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,348672,1001-1500,5,4,1
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,132743,501-1000,3,7,5
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,156637,501-1000,3,5,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,221238,1001-1500,4,2,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269026,501-1000,5,2,1
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,238938,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,238938,501-1000,7,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,190265,501-1000,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,278761,2001-2500,4,6,5
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,174336,501-1000,3,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,243362,501-1000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,80530,501-1000,7,5,4
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,276991,501-1000,4,3,1
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,353982,1001-1500,4,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,261946,501-1000,10,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,192035,501-1000,5,2,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,331858,501-1000,9,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,211504,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,495575,1001-1500,10,3,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,258407,1001-1500,5,1,2
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,317699,501-1000,9,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,285398,1001-1500,4,5,1
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,82300,501-1000,5,7,3
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,274336,1001-1500,4,5,1
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,65929,0-500,3,5,2
